StationID,MasterID,Latitude,Longitude,COMID
204R00520,204R00520,37.5122,-122.2912,2804731
204R00583,204R00583,37.6191,-122.0593,2804187
204R00590,204R00590,37.6421,-121.7818,2806531
204R00596,204R00596,37.7006,-121.9033,2806309
204R00623,204R00623,37.6946,-122.0448,2803945
204R00639,204R00639,37.6814,-122.1443,2804929
204R00647,204R00647,37.6097,-122.0175,2804235
204R00665,204R00665,37.7014,-121.7617,2806319
204R00680,204R00680,37.438,-122.2413,2809137
204R00724,204R00724,37.6961,-121.9454,2806333
204R00751,204R00751,37.8041,-122.1613,2803759
204R00807,204R00807,37.6523,-122.422,2804039
204R00852,204R00852,37.7197,-121.9134,2808521
204R00884,204R00884,37.5778,-122.3851,2804427
204R00927,204R00927,37.6952,-122.0567,2803947
204R00967,204R00967,37.5685,-122.0593,2804449
204R01007,204R01007,37.8127,-122.158,2804885
204R01012,204R01012,37.4739,-122.2683,2809123
204R01023,204R01023,37.694,-121.859,2806397
204R01087,204R01087,37.8137,-122.194,2804883
204R01108,204R01108,37.707,-121.927,2806295
204R01204,204R01204,37.5571,-122.3538,2804535
204R01256,204R01256,37.4545,-122.2505,2809131
204R01268,204R01268,37.4682,-122.2328,2809137
204R01288,204R01288,37.5235,-122.312,2804707
204R01316,204R01316,37.6846,-121.9154,2806395
204R01433,204R01433,37.7161,-121.7425,-9999
204R01460,204R01460,37.5768,-122.3681,2804511
204R01471,204R01471,37.6922,-121.8689,2806357
204R01479,204R01479,37.5823,-122.0652,2804437
204R01607,204R01607,37.6261,-122.0502,2804085
204R01620,204R01620,37.6977,-121.8999,2806373
204R01663,204R01663,37.6541,-121.8101,2806487
204R01759,204R01759,37.6641,-122.0556,2804011
204R01791,204R01791,37.7066,-121.8787,2806359
204SAU030,204SAU030,37.78566,-122.22424,2803791
204SAU080,204SAU080,37.80791,-122.21563,2803791
204SAU130,204SAU130,37.81596,-122.20153,2804883
204SIN300,204SIN300,37.64035,-121.92492,2806659
204SLE030,204SLE030,37.72556,-122.18361,2804921
204SLE165,204SLE165,37.79072,-122.08718,2803769
204SLE170,204SLE170,37.80028,-122.14472,2803759
204SLE180,204SLE180,37.80111,-122.14472,2804885
204SLE210,204SLE210,37.84333,-122.14972,2803717
204SLE220,204SLE220,37.81833,-122.14583,2803727
204SMA020,204SMA020,37.57028,-122.31861,2804607
204SMA060,204SMA060,37.56213,-122.32884,2804607
204SMA080,204SMA080,37.55722,-122.34194,2804607
204SMA110,204SMA110,37.53233,-122.35088,2804687
204SMA120,204SMA120,37.53258,-122.35121,2804621
204SMA160,204SMA160,37.57516,-122.42935,2805011
204SMA180,204SMA180,37.4878,-122.34309,2809039
204SMC600,204SMC600,37.32471,-121.67017,2811071
204VAL400,204VAL400,37.47092,-121.66639,2809817
204WE0748,204WE0748,37.72768,-122.16887,2804921
204WE0984,204WE0984,37.32884,-121.67384,2810225
205AAG075,205AAG075,37.39043,-121.78352,17695621
205AAG375,205AAG375,37.36018,-121.73719,17694115
205AAG400,205AAG400,37.37189,-121.73289,948050186
205CE0132,205CE0132,37.22,-121.98277,17695715
205CE0260,205CE0260,37.27555,-121.79888,948050176
205CE0356,205CE0356,37.40333,-121.97166,17695615
205CE0580,205CE0580,37.19972,-122.01527,17693111
205COY140,205COY140,37.4009,-121.7955,17694083
205COY585,205COY585,37.09003,-121.46985,17694881
205COY610,205COY610,37.1177,-121.48111,17694855
205COY615,205COY615,37.12125,-121.48027,17694855
205COY850,205COY850,37.18217,-121.5066,17694631
205COY853,205COY853,37.17774,-121.49712,17694671
205COY900,205COY900,37.17551,-121.47741,17694669
205COY930,205COY930,37.18975,-121.46888,17694653
205CYCAHH,205CYCAHH,37.10145,-121.47252,17694881
205CYCBBC,205CYCBBC,37.126,-121.481,17694855
205CYCNGR,205CYCNGR,37.0777,-121.4944,17694891
205GCAxxx,205GCAxxx,37.181,-121.87444,17694751
205LGA700,205LGA700,37.11971,-121.90318,17694857
205LGAxxx,205LGAxxx,37.16769,-121.97942,17694761
205LGBxxx,205LGBxxx,37.21333,-121.98694,17695715
205PER010,205PER010,37.42118,-122.08673,17693221
205PER020,205PER020,37.41206,-122.08663,17693221
205PER030,205PER030,37.36565,-122.09877,17693231
205PER040,205PER040,37.36245,-122.08656,17693229
205PER050,205PER050,37.35264,-122.08617,17693231
205PER070,205PER070,37.32941,-122.08586,17693015
205PER080,205PER080,37.33335,-122.09381,17693009
205PS0045,205PS0045,37.29359,-121.93298,17695691
205PS0074,205PS0074,37.45431,-122.13358,17693217
205PS0106,205PS0106,37.38433,-121.90822,17695611
205PS0109,205PS0109,37.29257,-121.88082,17694189
205PS0138,205PS0138,37.41012,-122.1384,17693219
205PS0157,205PS0157,37.30143,-121.83516,948050175
205PS0170,205PS0170,37.36198,-121.87387,17694117
205PS0173,205PS0173,37.2388,-121.8847,17694479
205PS0202,205PS0202,37.3456,-122.0889,17693229
205PS0221,205PS0221,37.26711,-121.79606,948050176
205PS0234,205PS0234,37.3932,-121.81412,17694083
205R00021,205R00021,37.2549286,-121.57799,17694311
205R00026,205R00026,37.2306,-121.9714,-9999
205R00035,205R00035,37.3815,-121.8567,17694105
205R00042,205R00042,37.2458,-121.7702,17695833
205R00058,205R00058,37.2517175,-122.08432,17693071
205R00067,205R00067,37.3769,-121.9686,948050174
205R00088,205R00088,37.372,-122.2196,17693241
205R00090,205R00090,37.2881,-121.8792,17695685
205R00099,205R00099,37.3077,-122.0217,17693029
205R00110,205R00110,37.5027,-121.9123,17691111
205R00115,205R00115,37.4059,-122.0691,17693251
205R00131,205R00131,37.434,-121.9128,17695609
205R00154,205R00154,37.234,-121.8376,17695685
205R00168,205R00168,37.3968,-122.2323,17692971
205R00170,205R00170,37.2482,-122.0721,17693075
205R00174,205R00174,37.5282,-121.9477,17692593
205R00182,205R00182,37.1875,-121.8401,17694641
205R00218,205R00218,37.29,-121.818,948050176
205R00227,205R00227,37.4099,-122.1383,17693219
205R00234,205R00234,37.2662,-121.9908,17695693
205R00241,205R00241,37.2764,-121.765,17694229
205R00259,205R00259,37.3672,-121.9248,17694137
205R00266,205R00266,37.2029,-121.9729,17694579
205R00282,205R00282,37.2376,-121.8884,17694479
205R00291,205R00291,37.3172,-121.8486,948050175
205R00330,205R00330,37.1983,-121.9004,17694589
205R00346,205R00346,37.2597,-121.8701,17695687
205R00355,205R00355,37.3267,-121.9954,948050173
205R00362,205R00362,37.2199,-122.0563,17693103
205R00366,205R00366,37.5141,-121.9174,17692595
205R00374,205R00374,37.1942,-121.8232,17694725
205R00387,205R00387,37.4456,-121.9109,17693965
205R00394,205R00394,37.1367,-121.9227,17694805
205R00419,205R00419,37.3205,-122.0609,17693255
205R00430,205R00430,37.4826,-121.9373,17693877
205R00451,205R00451,37.386,-121.9096,17695611
205R00474,205R00474,37.2788,-121.8078,948050176
205R00535,205R00535,37.5393,-122.0186,17690493
205R00538,205R00538,37.2179,-121.914,17694547
205R00547,205R00547,37.3484,-121.9895,17695619
205R00554,205R00554,37.2467,-121.9952,17695693
205R00586,205R00586,37.1655,-121.9792,17694761
205R00602,205R00602,37.2297,-121.8659,17694451
205R00627,205R00627,37.3963,-121.9869,17695619
205R00666,205R00666,37.2692,-121.7967,948050176
205R00686,205R00686,37.5124,-121.9439,17692595
205R00707,205R00707,37.3906,-121.8433,17694105
205R00714,205R00714,37.2342,-121.9733,17694447
205R00739,205R00739,37.4297,-122.1282,17693219
205R00771,205R00771,37.3406,-121.9021,17694137
205R00787,205R00787,37.4014,-121.795,17694083
205R00851,205R00851,37.4379,-121.871,17694013
205R00872,205R00872,37.4213,-122.2459,17693215
205R00878,205R00878,37.5546,-121.987,17691075
205R00883,205R00883,37.3707,-122.1176,17693253
205R00915,205R00915,37.3147,-121.7962,17694161
205R00938,205R00938,37.2608,-121.9915,17695693
205R00979,205R00979,37.354,-121.8466,17694129
205R00984,205R00984,37.4254,-122.2635,17693213
205R01027,205R01027,37.357,-121.9141,17694137
205R01091,205R01091,37.3575,-121.9732,948050173
205R01098,205R01098,37.2097,-121.9027,17694545
205R01134,205R01134,37.5005,-121.9156,17691111
205R01187,205R01187,37.3031,-122.0748,17693255
205R01192,205R01192,37.391,-122.2308,17693241
205R01198,205R01198,37.5088,-121.9666,17692585
205R01226,205R01226,37.2976,-121.9291,17695691
205R01299,205R01299,37.3981,-121.786,17695621
205R01306,205R01306,37.2487,-121.9138,17695689
205R01390,205R01390,37.5308,-121.9702,17692585
205R01434,205R01434,37.2139,-121.8344,17694527
205R01443,205R01443,37.3149,-122.0616,17693255
205R01454,205R01454,37.5036,-121.9622,17692585
205R01539,205R01539,37.3149,-121.9033,17694149
205R01578,205R01578,37.2404,-122.0058,17693099
205SAR057,205SAR057,37.27739,-122.01181,17693061
205SAR060,205SAR060,37.27219,-122.01633,17693061
205SAR070,205SAR070,37.2621,-122.02845,17693061
205SAR080,205SAR080,37.25318,-122.0425,17693069
205SED075,205SED075,37.28158,-122.07503,17693261
205SFC880,205SFC880,37.30676,-121.68893,17694151
205STE020,205STE020,37.41357,-122.06865,17693251
205STE030,205STE030,37.38658,-122.06917,17693251
205STE040,205STE040,37.36474,-122.06224,17693251
205STE060,205STE060,37.33503,-122.06384,17693255
205STE070,205STE070,37.3032,-122.07456,17693255
205STE100,205STE100,37.27226,-122.08278,17693261
205STE110,205STE110,37.2871,-122.126,17693047
205STE120,205STE120,37.3165,-122.1696,17693035
205WUN450,205WUN450,37.44892,-122.29426,17692887
205WUN550,205WUN550,37.45211,-122.29852,17692869
206BEA035,206BEA035,38.45060179,-122.4382199,1668967
206BRC020,206BRC020,37.92779,-122.15034,1671541
206CALASC,206CALASC,38.363,-122.52538,1669109
206CE0023,206CE0023,38.26694,-122.66888,1669271
206CE0119,206CE0119,38.44416,-122.32694,1668973
206CE0263,206CE0263,38.11404,-122.58859,1669845
206CE0495,206CE0495,38.35666,-122.25861,1670151
206CE0519,206CE0519,37.96805,-122.20944,1671477
206CE0711,206CE0711,38.10722,-122.58,1669845
206CE0759,206CE0759,38.55639,-122.50611,1668341
206CON130,206CON130,38.48539888,-122.2956245,1668937
206DRY040,206DRY040,38.36445845,-122.3721046,1669101
206DRY060,206DRY060,38.38855251,-122.4093756,1669101
206DRY100,206DRY100,38.41223805,-122.4342513,1669037
206FC1339,206FC1339,38.59731,-122.59839,1668187
206FCA155,206FCA155,38.06917,-122.53222,1669885
206HCT020,206HCT020,38.47124,-122.48879,1668955
206NAP700,206NAP700,38.62776,-122.61277,1668167
206NOV080,206NOV080,38.06236324,-122.5811128,1669901
206NVCPNP,206NVCPNP,38.11385,-122.58879,1669845
206PET010,206PET010,38.18173,-122.60322,1670289
206PET060,206PET060,38.18765,-122.66415,1669573
206PET070,206PET070,38.1984,-122.70437,1669491
206PET090,206PET090,38.23337,-122.5777,1670241
206PET130,206PET130,38.24295,-122.59433,1670219
206PET150,206PET150,38.25533,-122.5835,1670219
206PET220,206PET220,38.24751,-122.62795,1670221
206PET265,206PET265,38.25164,-122.63268,1669313
206PET280,206PET280,38.27476,-122.61928,1670229
206PET310,206PET310,38.25578,-122.65117,1670223
206PET350,206PET350,38.27173,-122.67676,1669271
206PET360,206PET360,38.27715,-122.6805,1669265
206PET400,206PET400,38.29444,-122.66629,1669225
206PICARR,206PICARR,38.36138,-122.39086,1669139
206PIN610,206PIN610,37.97275,-122.22828,1671465
206PIN825,206PIN825,37.96288,-122.20152,1671479
206PS0054,206PS0054,37.96555,-122.31581,1671493
206PS0073,206PS0073,38.09839,-122.56686,1669863
206PS0165,206PS0165,38.57322,-122.56939,1668207
206PS0230,206PS0230,37.95974,-122.27867,1671493
206RCCBDC,206RCCBDC,38.35466,-122.42661,1669143
206RIC100,206RIC100,38.55078,-122.52137,1668249
206RIT020,206RIT020,38.54794,-122.5288,1668249
206SON300,206SON300,38.44264,-122.53139,1670131
206SPA020,206SPA020,37.9675,-122.36583,1671765
206SPA050,206SPA050,37.96334,-122.34834,1671765
206SPA070,206SPA070,37.96278,-122.33278,1671765
206SPA100,206SPA100,37.96992,-122.30829,1671469
206SPA110,206SPA110,37.96889,-122.29042,-9999
206SPA130,206SPA130,37.95592,-122.26992,1671769
206SPA140,206SPA140,37.92194,-122.16333,1671553
206SPA150,206SPA150,37.92611,-122.15889,1671547
206SPA160,206SPA160,37.92722,-122.1525,1671547
206SPA170,206SPA170,37.90111,-122.20722,1671791
206SPA200,206SPA200,37.89139,-122.19389,1671789
206SPA220,206SPA220,37.88611,-122.19278,1671599
206SPA240,206SPA240,37.8725,-122.17861,1671623
206TUL120,206TUL120,38.28376,-122.21725,1669259
206WIL100,206WIL100,37.91306,-122.27,1671779
206WIL170,206WIL170,37.89339,-122.24339,1671601
206WIL190,206WIL190,37.88444,-122.22949,1671601
207CE0058,207CE0058,37.82743,-122.00496,2789415
207CE0166,207CE0166,37.97194,-122.06611,2789273
207CE0230,207CE0230,37.85472,-122.03,948050140
207CE0326,207CE0326,37.88944,-122.07055,2789579
207CE0486,207CE0486,37.80305,-122.03805,2789437
207CE0550,207CE0550,37.97055,-122.05194,2789253
207CE0614,207CE0614,37.88305,-122.09888,2789367
207CE0678,207CE0678,37.97611,-122.06777,2789273
207CE0742,207CE0742,37.87527,-122.06194,2789375
207KIR090,207KIR090,38.00975,-121.87983,2787965
207KIR110,207KIR110,38.00088,-121.88808,2787973
207KIR115,207KIR115,37.99101,-121.89457,2790277
207KRCK06,207KRCK06,38.01065,-121.87904,2787965
207KRCK07,207KRCK07,38.00779,-121.88177,2787965
207KRCK09,207KRCK09,38.00124,-121.88774,2787973
207KRCK10,207KRCK10,38.00018,-121.88905,2787973
207KRCK12,207KRCK12,37.99459,-121.8941,2790277
207KRCK13,207KRCK13,37.99101,-121.89491,2790277
207MTD010,207MTD010,38.01861,-122.02602,2785127
207MTD020,207MTD020,38.01362,-122.01484,2785133
207MTD030,207MTD030,37.97156,-121.96985,2790299
207MTD050,207MTD050,37.94937,-121.94407,2790329
207MTD060,207MTD060,37.94405,-121.93749,2790329
207MTD100,207MTD100,37.9357,-121.93886,2790351
207MTD117,207MTD117,37.91847,-121.94421,2790351
207MTD120,207MTD120,37.9205,-121.942,2790351
207MTD130,207MTD130,37.94433,-121.92226,2790333
207MTD140,207MTD140,37.92084,-121.92669,2790355
207PS0142,207PS0142,37.94989,-121.97285,2790323
207PS0150,207PS0150,37.86031,-122.03402,948050140
207PS0241,207PS0241,38.2935,-122.02288,2784567
207SUI010,207SUI010,38.21833,-122.10444,2785327
207SUI020,207SUI020,38.24472,-122.11194,2785327
207SUI050,207SUI050,38.27483,-122.12186,2784627
207SUI060,207SUI060,38.27458,-122.12275,2784627
207SUI062,207SUI062,38.27543,-122.12375,2784627
207SUI110,207SUI110,38.33086,-122.13858,2784543
207SUI130,207SUI130,38.3478,-122.1309,2784541
207SUI180,207SUI180,38.35689,-122.17086,2784539
207SUI210,207SUI210,38.36333,-122.17444,2784517
207SUI260,207SUI260,38.37528,-122.14222,2784507
207SUI290,207SUI290,38.37183,-122.13973,2784507
207WAL410,207WAL410,37.86781,-122.09793,2789387
207WAL412,207WAL412,37.86103,-122.10192,2789387
207WAL415,207WAL415,37.84789,-122.1084,2789399
207WAL420,207WAL420,37.83922,-122.09908,2789411
207WAL475,207WAL475,37.82956,-122.0743,2789411
207WE0867,207WE0867,37.89266,-122.1038,2789351
304APS,304APS,37.00144,-121.90514,17683402
304APT,304APT,36.97391,-121.90273,17684386
304BEP,304BEP,37.1279,-122.12055,17682316
304BH9,304BH9,37.12665,-122.12162,17682318
304BRA,304BRA,36.98066,-122.01726,17684084
304CAW016,304CAW016,37.00993,-122.19113,17682526
304CAW081,304CAW081,37.03411,-121.94201,17683352
304CAW153,304CAW153,37.11299,-122.25108,17682682
304CE0036,304CE0036,37.18883,-122.14441,17682178
304CE0180,304CE0180,37.00833,-122.11861,17682568
304CE0212,304CE0212,37.07444,-122.05361,17682456
304CE0500,304CE0500,37.20124,-122.12012,17682168
304CE0532,304CE0532,37.07884,-122.05246,17682456
304CE0788,304CE0788,37.12888,-122.1225,17682314
304PS0006,304PS0006,36.9766,-121.89287,17684370
304PS0018,304PS0018,37.11937,-122.05035,17682662
304PS0146,304PS0146,36.9832,-121.99474,17684382
304PS0194,304PS0194,37.1597,-122.234,17682654
304PS0253,304PS0253,37.20189,-122.14665,17682178
304PS0274,304PS0274,37.04831,-122.06681,17682470
304SCM,304SCM,37.10439,-122.25062,17682682
304SED055,304SED055,36.97447,-121.90287,17684386
304SED058,304SED058,37.13171,-122.10576,17682304
304SED068,304SED068,36.97749,-121.95689,17684378
304SED070,304SED070,37.0383,-121.94204,17683352
304SED072,304SED072,37.163,-122.13624,17682238
304SED073,304SED073,37.11501,-122.26981,17682686
304SED074,304SED074,37.04956,-122.06586,17682470
304SED110,304SED110,37.15999,-122.12634,17682242
304SED111,304SED111,37.02964,-122.05787,17682692
304SED112,304SED112,37.04361,-122.22637,17682476
304SL9,304SL9,37.08838,-122.0875,17682398
304SLE,304SLE,37.12777,-122.12103,17682316
304SOK,304SOK,36.98014,-121.95623,17684378
304SOQ,304SOQ,36.97343,-121.95282,17684378
304SOU,304SOU,37.03089,-121.9453,17683352
304SPC236,304SPC236,37.16832,-122.21421,17682218
304SVC,304SVC,37.02095,-122.1867,17682526
304WDCAH1,304WDCAH1,37.11371,-122.26978,17682686
304WE1096,304WE1096,37.0851,-122.24741,17682688
304ZAY,304ZAY,37.04956,-122.06429,17682470
305BRI,305BRI,36.61423,-121.21056,17665645
305CAW049,305CAW049,37.05052,-121.25717,17662371
305CAW057,305CAW057,36.9175,-121.73556,17663255
305CAW097,305CAW097,37.00939,-121.66204,17661653
305CAW161,305CAW161,36.98896,-121.56692,17663007
305CE0062,305CE0062,37.09078,-121.64383,17661219
305CE0484,305CE0484,37.08939,-121.66106,17661233
305CLCSBR,305CLCSBR,36.3622,-120.75918,17673639
305COR,305COR,36.91275,-121.74372,17663255
305COR2,305COR2,36.98905,-121.80135,17663061
305CRCBVR,305CRCBVR,36.98975,-121.80175,17663061
305FRA,305FRA,36.96342,-121.49082,17665471
305LGCACR,305LGCACR,36.34867,-120.82087,17671963
305LGCBRC,305LGCBRC,37.14815,-121.77368,17661007
305PAC,305PAC,36.94416,-121.38375,17663037
305PCCH15,305PCCH15,36.94417,-121.38389,17663037
305PS0034,305PS0034,36.91609,-121.69873,17665507
305PS0057,305PS0057,36.95204,-121.51176,17663049
305PS0061,305PS0061,37.0826,-121.60109,17661321
305SCC,305SCC,36.91556,-121.74194,17663255
305SED061,305SED061,36.98979,-121.80336,17663061
305SSCAUC,305SSCAUC,37.08499,-121.79433,17661281
305UVCASC,305UVCASC,37.0866,-121.79451,17661237
305WE0883,305WE0883,37.04453,-121.72861,17661455
307CAW135,307CAW135,36.54413,-121.91717,17600111
307CE0094,307CE0094,36.42857,-121.75856,17601605
307CE0382,307CE0382,36.47638,-121.73722,17600477
307CML,307CML,36.53637,-121.91167,17600111
307CMN,307CMN,36.3992,-121.66046,17600733
307CMRADC,307CMRADC,36.37222,-121.66308,17601661
307CMU,307CMU,36.47435,-121.72751,17600475
307PS0028,307PS0028,36.40783,-121.67946,17600701
307PS0044,307PS0044,36.50421,-121.76288,17599355
307SCCARR,307SCCARR,36.43081,-121.79847,17600667
307SED060,307SED060,36.36112,-121.65651,17600867
308BGC,308BGC,36.0709,-121.59807,8189139
308BSR,308BSR,36.28659,-121.84304,8188861
308BSU,308BSU,36.24579,-121.77222,8189809
308CAW055,308CAW055,36.41631,-121.9068,8188693
308GAR,308GAR,36.41552,-121.9104,8188693
308LILPAL,308LILPAL,36.3399,-121.8087,8188755
308LSRASC,308LSRASC,36.3256,-121.78942,8188811
308MWCAH1,308MWCAH1,36.16255,-121.66643,8189051
308PS0156,308PS0156,36.32764,-121.78975,8188801
308PS0204,308PS0204,36.26011,-121.79423,8188943
308PWCAH1,308PWCAH1,35.93554,-121.46781,8190141
308ROCBBQ,308ROCBBQ,36.3781,-121.8862,8188719
308SAM,308SAM,35.81577,-121.35838,8191147
308SANWIL,308SANWIL,36.4905,-121.8673,8188639
308SBCAH1,308SBCAH1,36.4551,-121.92261,8188669
308SED059,308SED059,36.28121,-121.83414,8188871
308WER325,308WER325,36.3283,-121.79523,8188799
308WLO,308WLO,35.89369,-121.45966,8191227
309ARCBRC,309ARCBRC,36.23599,-121.48434,8203373
309ARSARC,309ARSARC,36.11966,-121.46866,8204015
309CAW009,309CAW009,36.25628,-121.42854,8203299
309CAW050,309CAW050,35.96589,-121.21024,8209467
309CAW116,309CAW116,35.32126,-120.42367,8214349
309CAW126,309CAW126,36.23077,-121.54989,8203401
309CAW130,309CAW130,35.98617,-121.35592,8209419
309CAW174,309CAW174,36.09279,-121.43435,8204151
309CAW178,309CAW178,36.08364,-121.39445,8204221
309CAW182,309CAW182,35.92592,-121.15028,8210487
309CAW194,309CAW194,36.00033,-121.24534,8205477
309CLCBVC,309CLCBVC,36.46588,-121.15492,8202351
309DAV,309DAV,36.6468,-121.70138,8200471
309DSA,309DSA,36.01663,-120.91209,8209153
309GBCR04,309GBCR04,36.69268,-121.62926,17604473
309GC1567,309GC1567,36.69345,-121.62777,17604473
309GC1585,309GC1585,36.69353,-121.62765,17604473
309GC1629,309GC1629,36.69383,-121.62738,17604473
309GRN,309GRN,36.33769,-121.20518,948060268
309LAS1MI,309LAS1MI,36.2288,-121.4953,8203439
309LOR,309LOR,36.26731,-121.0683,8205487
309NAC,309NAC,35.81297,-120.75745,8212739
309NC2271,309NC2271,36.69427,-121.61706,17604471
309NC2342,309NC2342,36.69461,-121.6164,17604471
309NC2856,309NC2856,36.69727,-121.61173,17604471
309NC2978,309NC2978,36.69804,-121.61079,17604471
309NNRBSC,309NNRBSC,35.7886,-121.0938,8209965
309NVCR02,309NVCR02,36.69512,-121.61539,17604471
309NVCR03,309NVCR03,36.69919,-121.6101,17604471
309PS0040,309PS0040,36.34943,-121.21613,948060378
309PS0043,309PS0043,35.75626,-120.83777,8212889
309PS0072,309PS0072,36.19092,-121.12806,948060165
309PS0116,309PS0116,36.0639,-121.32622,8204319
309PSO,309PSO,35.62849,-120.6834,8212843
309SAC,309SAC,36.55375,-121.54773,8201861
309SAP,309SAP,35.29414,-120.38844,8213739
309SARANF,309SARANF,36.06453,-121.38572,8204317
309SARNLW,309SARNLW,35.8966,-121.0882,8210533
309SAT,309SAT,35.49343,-120.64465,8213289
309SDCMCC,309SDCMCC,36.48787,-121.15179,8202263
309SEC,309SEC,36.28052,-121.32153,8205291
309SED056,309SED056,36.23563,-121.48697,8203373
309SED057,309SED057,36.28053,-121.32254,8205291
309SED062,309SED062,36.0035,-121.39137,8204575
309SED063,309SED063,35.2942,-120.38886,8213739
309SED064,309SED064,35.89448,-121.09096,8210533
309SED071,309SED071,36.21881,-121.51405,8203477
309SET,309SET,36.32146,-121.2945,8202939
309USA,309USA,35.8641,-120.80912,8211471
309WLCATC,309WLCATC,36.21306,-121.53505,8203489
310ADC,310ADC,35.70834,-121.30349,8190405
310ADLCDx,310ADLCDx,35.70981,-121.30828,8190405
310ADLCUx,310ADLCUx,35.70958,-121.30592,8190405
310AGB,310AGB,35.18509,-120.49866,8193667
310CAW176,310CAW176,35.32508,-120.75266,8192613
310CAW192,310CAW192,35.30651,-120.62367,8192653
310CE0084,310CE0084,35.33036,-120.75973,8192613
310CE0148,310CE0148,35.32166,-120.72583,8193603
310CE0276,310CE0276,35.28777,-120.66472,8192679
310CE0308,310CE0308,35.27255,-120.67074,8193637
310CE0596,310CE0596,35.32331,-120.74462,8193601
310CE0724,310CE0724,35.27817,-120.6677,8192711
310COO,310COO,35.25475,-120.88549,8193645
310CVC,310CVC,35.32415,-120.74257,8193601
310LPCBPC,310LPCBPC,35.28023,-120.54114,8192731
310LPCNAG,310LPCNAG,35.2355,-120.4724,8193647
310OLD,310OLD,35.47167,-120.85894,8193557
310SCN,310SCN,35.28046,-120.66691,8192711
310SCP,310SCP,35.76452,-121.31863,8190321
310SED065,310SED065,35.61385,-121.07088,8190677
310SED066,310SED066,35.56639,-121.06781,8190759
310SLC,310SLC,35.29419,-120.64142,8192659
310SRU,310SRU,35.568,-121.06403,8190759
310SSCLSx,310SSCLSx,35.61043,-121.08293,8190679
310SSU,310SSU,35.60887,-121.07662,8190679
312BRE,312BRE,34.85395,-120.19353,17624669
312CAW031,312CAW031,35.07614,-120.01209,17633094
312CAW052,312CAW052,35.13634,-120.18723,17632248
312CUT,312CUT,34.90551,-120.30267,17635024
312DAVDAV,312DAVDAV,34.7612,-119.9542,17626357
312HUA,312HUA,35.08665,-120.36816,17633096
312MZCDBC,312MZCDBC,34.77044,-119.93702,17626881
312PS0099,312PS0099,34.77948,-119.95802,17626251
312RYCALR,312RYCALR,34.67437,-119.29751,17637988
312SBC,312SBC,34.97112,-120.40168,17625465
312SED113,312SED113,34.84065,-120.16696,17625379
312SIS,312SIS,34.8937,-120.30517,17625349
312SIV,312SIV,34.83965,-120.16754,17625379
312WE1028,312WE1028,34.74721,-119.71562,17626437
312WE1035,312WE1035,34.73287,-119.67637,17626489
313WE0899,313WE0899,34.82946,-120.54916,17619942
314CE0200,314CE0200,34.59277,-120.16055,17608017
314SCCNSY,314SCCNSY,34.5967,-119.9088,17611425
314SYC,314SYC,34.58799,-120.02651,17608051
314SYL,314SYL,34.64387,-120.43045,948060325
314SYP,314SYP,34.54622,-119.77625,17610671
314SYRASV,314SYRASV,34.585,-120.1446,17609015
314WE0542,314WE0542,34.55085,-120.3583,17608421
314WE0677,314WE0677,34.7477,-120.05303,17607469
314WE0779,314WE0779,34.66959,-119.75404,17609583
314WE0785,314WE0785,34.67473,-120.51417,17607779
314WE0796,314WE0796,34.68351,-119.79875,17609495
314WE0898,314WE0898,34.59402,-120.19376,17608135
314WE1046,314WE1046,34.5365,-119.83603,17610859
314WE1102,314WE1102,34.69526,-119.90915,17609433
315ARH101,315ARH101,34.4817,-120.14088,17594741
315CAP,315CAP,34.46042,-120.02177,17594801
315CE0584,315CE0584,34.47666,-120.33833,17594803
315CHCALS,315CHCALS,34.59321,-120.53113,17593939
315ECAECS,315ECAECS,34.46194,-120.02152,17594801
315GAI,315GAI,34.51001,-120.22742,17593463
315GAV,315GAV,34.47356,-120.22842,17594763
315GAVGSP,315GAVGSP,34.47395,-120.22866,17594763
315JAL,315JAL,34.51217,-120.49822,17593975
315MIU,315MIU,34.44673,-119.70745,17595453
315RC3,315RC3,34.39639,-119.45333,17595479
315TCI,315TCI,34.43402,-119.91577,17595353
402BA0031,402BA0031,34.44652,-119.29227,17586626
402BA0079,402BA0079,34.41183,-119.27418,17586810
402BA0095,402BA0095,34.46328,-119.34566,17586570
402BA0143,402BA0143,34.36483,-119.31057,17587720
402BA0287,402BA0287,34.50284,-119.36644,17585802
402BA0335,402BA0335,34.37965,-119.30751,17586848
402M00002,402M00002,34.31063,-119.29916,17586972
402M00005,402M00005,34.51364,-119.40097,17585758
402M00009,402M00009,34.41824,-119.37505,17586774
402M00015,402M00015,34.47484,-119.29151,948070367
402M00029,402M00029,34.35798,-119.31172,17587720
402M00030,402M00030,34.43881,-119.29959,17586696
402M00042,402M00042,34.46039,-119.28891,17586578
402M00043,402M00043,34.50161,-119.34749,17585818
402M00046,402M00046,34.42402,-119.30011,17586760
402MJCMHS,402MJCMHS,34.5028,-119.3573,17585808
402MTCUNF,402MTCUNF,34.5175,-119.3792,17585756
402PS0048,402PS0048,34.53077,-119.40085,17585714
402SNPMCR,402SNPMCR,34.50509,-119.37741,17585800
402WE0536,402WE0536,34.5196,-119.40537,17585714
402WE0803,402WE0803,34.42131,-119.3806,17586740
402WER001,402WER001,34.50528,-119.27806,17585796
403BA0015,403BA0015,34.5312,-119.18421,17568137
